courseType,courseName,subject,academyName,city,startDate,endDate,eduCost,regDeadline,courseLanguages,levelGerman,levelEnglish,courseBeginning,typeCourseDate,costPosition,tuitionFees,isElearning,preparationForDegree,prepForSubjectGroups,applicationDeadline,onlinePossible,badgeLabel,financialSupport,structuredResearch,supportInternationalStudents,typeOfElearning,courseLink
1,"Production & Automation (Consecutive Bachelor's + Master's Programme, German/French) | Produktion und Automatisierung (deutsch-französischer, konsekutiver Bachelor-/Masterstudiengang)",Engineering in general,Hochschule München University of Applied Sciences,München,[],[],[],[],"['German', 'French']",,,Winter semester,,,none,False,,,"<p>The application period is usually from 2 May until 15 July for the following winter semester --&gt; <a href=""https://www.sci-intern.hm.edu/go?to=application&amp;from=DAAD"">Application</a></p>",False,,,,['Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/7616/
2,"Production & Operations Management (MSc, Executive) at HECTOR School",Mechanical Engineering / Process Engineering,Karlsruhe Institute of Technology,Karlsruhe,[],[],[],[],['English'],,,Winter semester,,,"7,500",False,,,"<p>Rolling application process</p>

<p>As we have a rolling application process, applications can be submitted throughout the whole year. Prospective international students should apply by June of the year in which the programme starts since places are limited and visa and travel have to be organised.</p>",False,,,,['Welcome event | Specialist counselling | Visa matters | Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4555/
6,Production Technology Meets Industry 4.0 | Summer School,Mechanical Engineering / Process Engineering,RWTH Aachen University,Aachen,['2024-07'],['2024-07'],[2990],['2024-04-01'],['English'],,['B2'],,The date of the course has been set approximately (month),,,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/5277/
2,Professional IT Business & Digitalisation,Computer Science,HTW Berlin University of Applied Sciences,Berlin,[],[],[],[],['English'],,,Winter semester,,,"4,750",False,,,"<p>28 February of each year</p>

<p>Individual applications can be assessed after deadline has passed. Please contact the <a href=""mailto:admission-proitbd@htw-berlin.de"">programme manager</a> for more information.</p>

<p>For further information, please visit: <a href=""https://proitd.htw-berlin.de/applying/"">https://proitd.htw-berlin.de/applying/</a>.</p>",False,,,,['Welcome event | Visa matters | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/6529/
2,"Protein Chemistry, Master of Science",Biology,Julius-Maximilians-Universität Würzburg,Würzburg,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>For all applicants:<br />
15 July for the following winter semester<br />
15 January for the following summer semester</p>",False,,,,['Buddy programme | Tutors | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/4646/
6,Psychoanalysis: The Unconscious as Seen through the Visual Arts and Literature,Psychology,Freie Universität Berlin,Berlin,['2024-06-01'],['2024-07-13'],[1850],['2024-05-04'],['English'],,['B2'],,The date of the course has been set,,none,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/9029/
2,Psychology & Sustainability,Psychology,Leuphana University Lüneburg,Lüneburg,[],[],[],[],['English'],,,Winter semester,,,,False,,,"<p>Online application for students with EU degrees directly at Leuphana University: 1 April&ndash;1 June<br />
Online application for&nbsp;students with non-EU degrees via uni-assist: 1 April&ndash;1 May</p>",False,,,,['Buddy programme | Accompanying programme | Cultural and linguistic preparation | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/7679/
1,Psychology (BSc),Psychology,Leuphana University Lüneburg,Lüneburg,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>EU and non-EU applicants: 15 July for the following winter semester with study start in October</p>

<p>Applications are only possible within the application period: mid-May to 15 July. Outside this period, the Bachelor&#39;s degree programmes are not visible in the application portal.</p>",False,,,,['Welcome event | Buddy programme | Tutors | Specialist counselling | Cultural and linguistic preparation | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/6961/
2,Psychology (Research),Psychology,Universität Hamburg,Hamburg,[],[],[],[],"['German', 'English']",,,Winter semester,,,none,False,,,<p>15 July&nbsp;for the following winter semester</p>,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/8976/
2,Public and International Economics,Business and Economics,Technische Universität Dresden,Dresden,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p><strong>Non-EU applicants</strong>: 31 May for the following winter semester</p>

<p><strong>EU applicants</strong>: 15 July for the following winter semester</p>",False,,,,['Welcome event | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/8915/
2,Public Art and New Artistic Strategies (MFA),Fine Arts,Bauhaus-Universität Weimar,Weimar,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>31 March</p>,False,,,,['Welcome event | Buddy programme | Tutors | Specialist counselling | Cultural and linguistic preparation | Visa matters | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/3794/
2,"Public Economics, Law and Politics (MA)",Political Science,Leuphana University Lüneburg,Lüneburg,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>Online application for students with EU degrees directly at Leuphana University: 1 April to 1 June<br />
Online application for students with non-EU degrees via uni-assist: 1 April to 1 May</p>",False,,,,['Buddy programme | Cultural and linguistic preparation | Accompanying programme | Welcome event | Specialist counselling | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/4065/
3,Public International Law: Human Rights – International Economic and Environmental Law – International Criminal Law,Law,University of Göttingen,Göttingen,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>All applicants:&nbsp;30 March for the following winter semester&nbsp;</p>,False,,,True,['Buddy programme | Tutors | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/5375/
6,Python for Data Analysis and Visualisation,Computer Science,Technische Universität Berlin,Berlin,"['2024-01-08', '2024-07-01']","['2024-01-19', '2024-07-12']","[950, 950]","['2023-12-08', '2024-05-31']",['English'],,['B2'],,The date of the course has been set,,,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/7931/
1,Quantitative Biology,Biology,Heinrich Heine University Düsseldorf,Düsseldorf,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>15 July every year<br />
For more details, please see: <a href=""https://www.qbio.hhu.de/en/apply-now"">https://www.qbio.hhu.de/en/apply-now</a></p>",False,,,,['Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/7678/
2,"Quantitative Data Science Methods – Psychometrics, Econometrics and Machine Learning (QDS)",Mathematics,University of Tübingen,Tübingen,[],[],[],[],['English'],,,Winter semester,,,"1,500",False,,,<p>31 May</p>,True,Partly online,,,['Welcome event'],"['1', '9']",/deutschland/studienangebote/international-programmes/en/detail/6535/
2,Quantitative Economics,Mathematics,Bielefeld University,Bielefeld,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>When can you apply?</p>

<p>The programme always starts in the winter semester. Applications may be submitted in the time period between 1 June and 15 July.</p>

<p>Lectures and classes are geared towards starting the programme in the winter semester.</p>

<p>For applicants who need a visa: Please apply as early as possible to allow for sufficient time between your application and the start of the study programme.</p>",True,Partly online,,,,"['1', '4']",/deutschland/studienangebote/international-programmes/en/detail/6368/
2,Quantum Engineering (Master of Science),"Physics, Astronomy",Leibniz Universität Hannover,Hannover,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p><strong>First-year students from Germany and the EU</strong></p>

<ul>
	<li>1 June &ndash; 15 July for the following winter semester</li>
	<li>1 December &ndash; 15 January for the following summer semester</li>
</ul>

<p><strong>First-year students from non-EU countries</strong></p>

<ul>
	<li>15 April &ndash; 31 May for the following winter semester</li>
	<li>15 October &ndash; 30 November of the previous year for the following summer semester</li>
</ul>

<p><strong>Students resuming their studies and transfer students from Germany and the EU (application for a higher semester)</strong></p>

<ul>
	<li>1 June &ndash; 15 July for the following winter semester</li>
	<li>1 December &ndash; 15 January for the following summer semester</li>
</ul>

<p><strong>Students resuming their studies and transfer students from non-EU countries (application for a higher semester)</strong></p>

<ul>
	<li>15 April &ndash; 31 May for the following winter semester</li>
	<li>15 October &ndash; 30 November of the previous year for the following summer semester</li>
</ul>",True,Partly online,,,['Buddy programme'],['10'],/deutschland/studienangebote/international-programmes/en/detail/8284/
2,Quantum Science,"Mathematics, Natural Sciences in general",University of Siegen,Siegen,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>For details about the application deadlines, please visit our website: <a href=""https://www.uni-siegen.de/nt/quantumscience/admission.html?lang=de"">https://www.uni-siegen.de/nt/quantumscience/admission.html?lang=de</a></p>",False,,,,['Buddy programme | Accompanying programme | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/8336/
2,Quantum Science and Technology,"Physics, Astronomy",Technical University Munich,Garching b. München,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>1 January to 31 May</p>

<p>Applications are possible only for a start in the winter semester.</p>

<p>If your application is complete by 15 March at the latest and your application documents have been reviewed by the Admissions Office (if your status is okay for all required documents including VPD via uni-assist, you need this; excluding the verification of successful completion of a module in quantum mechanics, which is reviewed as part of the aptitude assessment), your application will be reviewed early by the Admission Committee. You will probably receive the information about your admissions results at the end of April.</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/8331/
2,Quantum Technologies and Engineering Erasmus Mundus Master (QuanTEEM),"Physics, Astronomy",RPTU University of Kaiserslautern-Landau,Kaiserslautern,[],[],[],[],['English'],,,Winter semester,,,none,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/8942/
2,Quantum Technologies in Electrical and Computer Engineering (QTEC),Electrical Engineering,Technische Universität Braunschweig,Braunschweig,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>All applicants:</p>

<ul>
	<li>For the winter semester: 1 June &ndash; 15 July</li>
	<li>For the summer semester: 1 December &ndash; 15 January</li>
</ul>",False,,,,['Welcome event | Buddy programme | Accompanying programme | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/8958/
